timestamp,datetime,comment-id,author-id,agrees,disagrees,moderated,comment-body
1687227474880,Tue Jun 20 02:17:54 UTC 2023,0,0,0,0,-1,ai 只是歷史上一系列技術進步中的一個工具，創作者仍會以創新和自我表達形式進行創作。
1687227516268,Tue Jun 20 02:18:36 UTC 2023,1,0,0,0,-1,ai 是讓人類變得更強的工具，它將會強化擁有創作慾望的人。
1687227523055,Tue Jun 20 02:18:43 UTC 2023,2,0,0,0,-1,由人類自己創造的事物比起 ai 創作，更有意義。
1687227530103,Tue Jun 20 02:18:50 UTC 2023,3,0,0,0,-1,如何更聰明地使用 ai ，將成為未來創作的重要指標。
1687227583171,Tue Jun 20 02:19:43 UTC 2023,4,0,0,0,-1,ai 適合運用於「發散過程」，作為構想發展的輔助，協助設計師快速創意生成、擴充設計概念廣度。
1687227589971,Tue Jun 20 02:19:49 UTC 2023,5,0,0,0,-1,ai 產出的作品，要如何與資料來源者分潤，是一個迫切的問題。
1687227596307,Tue Jun 20 02:19:56 UTC 2023,6,0,19,7,1,隨著創作大量而高品質的衍生作品的成本越來越低，版權將變得越來越沒有約束力。
1687227602469,Tue Jun 20 02:20:02 UTC 2023,7,0,0,0,-1,利用 ai 創作所得到的獲益，應該也要回歸到模型背後創造這些素材的藝術家或創作者。
1687227609224,Tue Jun 20 02:20:09 UTC 2023,8,0,0,0,-1,隨著 ai 技術繼續以前所未有的速度發展，人類和機器生成的創作之間的界限變得模糊，關於知識產權、所有權和法律責任的關鍵問題需要被深入探討。
1687227632398,Tue Jun 20 02:20:32 UTC 2023,9,0,0,0,-1,目前 ai 的發展狀態，將會劇烈地改變許多產業生態。
1687227637784,Tue Jun 20 02:20:37 UTC 2023,10,0,18,10,1,面對新科技的恐懼被過度放大，人類其實並不需要理解背後是如何運作，也能夠利用它並從中獲益。
1687227644997,Tue Jun 20 02:20:44 UTC 2023,11,0,0,0,-1,ai 會產生大規模的錯誤訊息，媒體內容將更加難以求證。
1687227652843,Tue Jun 20 02:20:52 UTC 2023,12,0,0,0,-1,當未來 ai 充斥生活，整個世界從目前的後真相時代進一步成為無真相時代，完全放棄或無能追求真實。
1687227658366,Tue Jun 20 02:20:58 UTC 2023,13,0,0,0,-1,關於 ai 的規範，要考量到世界各地不同的文化和脈絡，而不僅僅是特定國家的觀點。
1687227665969,Tue Jun 20 02:21:05 UTC 2023,14,0,0,0,-1,在處理涉及當地文化或法律差異的話題時，例如 LGBTQ 權利、人權和女權，ai 產出的內容應該根據文化和地點差異而改變。
1687227671559,Tue Jun 20 02:21:11 UTC 2023,15,0,0,0,-1,世界上每個人對於 ai 都應該要有開放和平等的使用機會。
1687227679159,Tue Jun 20 02:21:19 UTC 2023,16,0,0,0,-1,公平和正義也應嵌入到 ai 的設計和部署中，以避免延續或加劇社會中現有的偏見和歧視。
1687227684885,Tue Jun 20 02:21:24 UTC 2023,17,0,0,0,-1,技術端應該積極改善 ai 產生社會偏見的問題。
1687227691792,Tue Jun 20 02:21:31 UTC 2023,18,0,0,0,-1,ai 的使用如果集中在資產階級高的人手上，會造成貧富差距擴大。
1687227698040,Tue Jun 20 02:21:38 UTC 2023,19,0,0,0,-1,公務人員使用 ai 處理業務內容時，應進行相關培訓。
1687227703511,Tue Jun 20 02:21:43 UTC 2023,20,0,0,0,-1,使用 ai 能夠減輕國家公務員的負擔，但需要研議如何應對處理機密資訊時，不會發生資訊外洩的疑慮。
1687227709713,Tue Jun 20 02:21:49 UTC 2023,21,0,0,0,-1,對於政府使用 ai 進行業務處理，是讓人信賴的。
